overall_qual,log_gr_liv_area,garage_area,total_bsmt_sf,neighborhood,exterior_1st,exterior_2nd,exter_qual,foundation,bsmt_qual,bsmt_exposure,bsmtfin_type_1,heating_qc,kitchen_qual,fireplace_qu,garage_finish,saleprice
7,7.528869256642251,492.0,916.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,No Fireplace,RFn,200000
5,7.458186157340487,539.0,0.0,Mitchel,Plywood,Plywood,TA,CBlock,No Basement,No,No Basement,TA,Gd,No Fireplace,Unf,126000
4,6.946013991099227,281.0,405.0,OldTown,MetalSd,MetalSd,Gd,BrkTil,Fa,No,Unf,Gd,TA,No Fireplace,Unf,114000
4,7.31986492980897,720.0,677.0,OldTown,VinylSd,VinylSd,Gd,BrkTil,Fa,No,Unf,TA,Gd,No Fireplace,Unf,87500
8,7.840312983320164,729.0,1149.0,StoneBr,VinylSd,VinylSd,Gd,PConc,Ex,Mn,GLQ,Ex,Ex,Gd,Fin,349265
8,7.321188556739478,845.0,1512.0,SawyerW,VinylSd,VinylSd,Gd,PConc,Gd,Gd,BLQ,Ex,Gd,No Fireplace,RFn,203000
7,7.268223021159565,527.0,1454.0,SawyerW,VinylSd,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,TA,RFn,189000
7,7.410347097821024,628.0,812.0,Somerst,VinylSd,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,No Fireplace,RFn,209000
6,7.604396348796338,357.0,917.0,OldTown,Stucco,BrkFace,TA,BrkTil,Fa,Mn,Unf,Gd,Ex,No Fireplace,Unf,160000
5,6.944087208229528,431.0,1037.0,Sawyer,Plywood,Plywood,TA,CBlock,Fa,Gd,ALQ,TA,TA,No Fireplace,RFn,129000
5,7.236339342754344,418.0,1389.0,Mitchel,HdBoard,HdBoard,TA,CBlock,Gd,Av,ALQ,Gd,TA,TA,RFn,170000
5,6.542471960506805,352.0,440.0,Crawfor,WdShing,Stucco,TA,PConc,TA,No,LwQ,TA,Gd,Gd,Unf,90350
6,6.999422467507961,0.0,572.0,Edwards,Wd Sdng,Wd Sdng,TA,BrkTil,TA,No,Unf,Fa,TA,No Fireplace,No Garage,79000
5,6.795705775173514,552.0,894.0,CollgCr,VinylSd,VinylSd,TA,PConc,TA,No,ALQ,TA,TA,No Fireplace,Unf,149900
5,6.761572768804055,576.0,864.0,NAmes,MetalSd,MetalSd,TA,CBlock,Gd,No,Rec,TA,TA,No Fireplace,Unf,123000
4,7.480992162869525,779.0,1095.0,OldTown,AsbShng,Stucco,TA,BrkTil,TA,No,Unf,Fa,TA,No Fireplace,Unf,87000
6,7.0192966537150445,358.0,1096.0,Mitchel,Plywood,Plywood,TA,CBlock,TA,Av,ALQ,TA,TA,Po,Fin,171000
6,7.132497551660044,288.0,1032.0,NAmes,VinylSd,VinylSd,TA,CBlock,TA,No,BLQ,TA,TA,No Fireplace,Unf,119000
5,7.045776576879511,672.0,1148.0,NAmes,BrkFace,Plywood,TA,CBlock,TA,No,BLQ,TA,TA,No Fireplace,Unf,132500
8,7.418180822726788,228.0,588.0,OldTown,Stucco,Wd Shng,TA,PConc,TA,No,Unf,Fa,Gd,Gd,Unf,161000
9,7.574045005372199,725.0,1357.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,Mn,GLQ,Ex,Gd,TA,Fin,274000
5,6.815639990074331,336.0,912.0,Sawyer,HdBoard,HdBoard,TA,CBlock,TA,No,ALQ,TA,TA,Fa,Unf,125000
5,7.085901464365611,0.0,1195.0,Edwards,Plywood,Plywood,TA,CBlock,TA,No,Unf,TA,TA,No Fireplace,No Garage,98500
8,7.392647520721623,757.0,1624.0,NoRidge,ImStucc,ImStucc,Gd,PConc,Gd,No,GLQ,Ex,Gd,Fa,RFn,262000
5,6.81783057145415,444.0,914.0,CollgCr,HdBoard,HdBoard,TA,CBlock,TA,No,ALQ,TA,TA,No Fireplace,Unf,134900
5,7.191429330036379,308.0,1350.0,Timber,VinylSd,VinylSd,TA,CBlock,TA,Gd,BLQ,Gd,TA,Gd,RFn,170000
6,7.2868764117507,225.0,686.0,Crawfor,Wd Sdng,Wd Sdng,TA,BrkTil,TA,No,Unf,TA,TA,Gd,Unf,135000
6,7.894690850425624,473.0,930.0,NoRidge,HdBoard,HdBoard,Gd,PConc,Gd,No,ALQ,Ex,Gd,Gd,RFn,290000
7,7.1372784372603855,462.0,1246.0,Gilbert,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,No Fireplace,RFn,173500
5,7.60489448081162,230.0,896.0,Edwards,MetalSd,MetalSd,TA,CBlock,TA,No,GLQ,Ex,Ex,No Fireplace,Unf,225000
5,7.079184394609668,440.0,864.0,NAmes,Wd Sdng,Wd Sdng,TA,CBlock,TA,No,ALQ,TA,TA,TA,RFn,140500
5,6.897704943128636,299.0,990.0,CollgCr,VinylSd,VinylSd,TA,PConc,Gd,No,GLQ,Gd,TA,No Fireplace,Unf,126000
8,7.368970402194793,480.0,960.0,Somerst,MetalSd,MetalSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,No Fireplace,Unf,170000
5,6.897704943128636,576.0,990.0,CollgCr,VinylSd,VinylSd,TA,PConc,Gd,No,ALQ,Ex,TA,No Fireplace,Unf,156000
5,7.377758908227872,319.0,1484.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,Gd,BLQ,TA,TA,Gd,RFn,207500
8,7.491087593534876,590.0,896.0,Somerst,VinylSd,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Gd,No Fireplace,Fin,255000
4,6.895682697747868,297.0,462.0,MeadowV,CemntBd,CmentBd,TA,CBlock,Gd,Gd,GLQ,TA,TA,Po,RFn,94900
5,7.064759027791802,338.0,1170.0,NAmes,BrkFace,BrkFace,TA,CBlock,TA,No,Rec,TA,TA,TA,RFn,140000
3,7.226936018493289,216.0,738.0,OldTown,MetalSd,MetalSd,TA,BrkTil,TA,Mn,Unf,Gd,TA,No Fireplace,Unf,96900
5,7.050989447068045,480.0,1154.0,NAmes,Plywood,Plywood,TA,CBlock,TA,Mn,BLQ,Ex,TA,Po,RFn,154000
8,7.479864131165026,816.0,725.0,OldTown,VinylSd,VinylSd,Gd,BrkTil,TA,No,Unf,Ex,Gd,No Fireplace,Unf,184900
10,7.642044402873258,1220.0,2078.0,NridgHt,CemntBd,CmentBd,Ex,PConc,Ex,Av,GLQ,Ex,Ex,Gd,Fin,385000
4,6.85751406254539,327.0,951.0,IDOTRR,Wd Sdng,Wd Sdng,TA,BrkTil,TA,No,ALQ,Ex,TA,No Fireplace,Unf,106500
8,7.8961806086154915,810.0,1455.0,NoRidge,VinylSd,VinylSd,Gd,PConc,Gd,Mn,GLQ,Ex,Gd,TA,RFn,327000
9,7.820037989458753,795.0,2458.0,Somerst,VinylSd,VinylSd,Ex,PConc,Ex,Gd,GLQ,Ex,Ex,Gd,Fin,468000
6,7.418180822726788,384.0,1204.0,IDOTRR,MetalSd,MetalSd,TA,BrkTil,TA,No,Unf,TA,TA,No Fireplace,Unf,135000
6,7.039660349862076,484.0,1141.0,SawyerW,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,TA,No Fireplace,Unf,142500
5,7.288927694521257,470.0,732.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,No,LwQ,Ex,TA,No Fireplace,Unf,141000
5,7.205635176410364,0.0,1117.0,Edwards,MetalSd,MetalSd,TA,CBlock,Gd,Gd,GLQ,TA,TA,No Fireplace,No Garage,107500
5,7.156176637480615,240.0,672.0,SWISU,Plywood,Plywood,TA,CBlock,TA,No,ALQ,TA,TA,No Fireplace,Unf,108500
6,7.1853870155804165,472.0,636.0,SawyerW,VinylSd,VinylSd,TA,PConc,Gd,No,ALQ,Ex,Gd,No Fireplace,Fin,150000
3,6.841615476477592,0.0,216.0,IDOTRR,MetalSd,MetalSd,TA,PConc,Fa,No,Unf,Fa,TA,No Fireplace,No Garage,78000
8,7.365180126021013,830.0,1580.0,Somerst,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,No Fireplace,RFn,235128
7,7.508787170634276,739.0,1643.0,ClearCr,Plywood,Plywood,TA,CBlock,Gd,Gd,GLQ,TA,Gd,TA,Unf,302000
5,7.351158226430694,440.0,864.0,CollgCr,Plywood,Wd Sdng,TA,CBlock,TA,No,Rec,TA,TA,No Fireplace,Fin,163000
3,6.461468176353717,240.0,0.0,Edwards,VinylSd,VinylSd,TA,CBlock,No Basement,No,No Basement,TA,TA,No Fireplace,Unf,84900
6,7.186901020411631,440.0,855.0,NPkVill,Plywood,Brk Cmn,TA,CBlock,TA,No,ALQ,TA,TA,Fa,Unf,147000
7,7.509883061154913,164.0,910.0,OldTown,Stucco,Stucco,Gd,PConc,TA,No,ALQ,Ex,Ex,Gd,Unf,155000
7,7.199678345691172,484.0,1309.0,Timber,HdBoard,HdBoard,TA,CBlock,Gd,No,ALQ,TA,TA,TA,Fin,180000
4,6.9957661563048505,0.0,0.0,IDOTRR,VinylSd,Wd Shng,Fa,Slab,No Basement,No,No Basement,Fa,Fa,No Fireplace,No Garage,55000
7,7.044032897274685,438.0,868.0,Timber,VinylSd,VinylSd,Gd,PConc,Ex,Av,GLQ,Ex,Gd,Gd,Fin,187500
6,7.025538314638521,352.0,1041.0,Edwards,MetalSd,MetalSd,TA,CBlock,TA,Av,ALQ,Ex,TA,Fa,Unf,125000
7,7.629003889652957,180.0,1017.0,Crawfor,BrkFace,BrkFace,Gd,CBlock,Gd,No,Rec,Gd,Gd,Gd,Fin,250000
5,6.80128303447162,200.0,481.0,OldTown,MetalSd,MetalSd,TA,BrkTil,TA,No,Unf,TA,TA,No Fireplace,Unf,78000
4,7.374001859350161,0.0,828.0,OldTown,Wd Sdng,Wd Sdng,TA,Stone,TA,No,Unf,Gd,TA,No Fireplace,No Garage,118000
8,7.434847875211999,818.0,1694.0,NridgHt,VinylSd,VinylSd,Ex,PConc,Ex,No,Unf,Ex,Gd,No Fireplace,Fin,318000
8,7.555381944240273,471.0,777.0,SawyerW,VinylSd,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,TA,RFn,215000
4,6.51025834052315,0.0,432.0,IDOTRR,Wd Sdng,Wd Sdng,TA,BrkTil,Fa,No,Unf,TA,TA,No Fireplace,No Garage,72000
6,7.328437352895162,478.0,1193.0,NWAmes,Plywood,Plywood,TA,CBlock,Gd,No,ALQ,TA,TA,TA,Fin,180000
6,7.409136443920128,616.0,1606.0,Timber,VinylSd,Plywood,TA,CBlock,Gd,No,ALQ,TA,TA,TA,Fin,184000
5,6.947937068614969,270.0,1041.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,No,ALQ,Ex,TA,No Fireplace,RFn,124500
5,7.38025578842646,576.0,1604.0,NAmes,HdBoard,HdBoard,TA,CBlock,TA,No,Unf,TA,TA,No Fireplace,Unf,135000
6,7.421775793644647,240.0,981.0,BrkSide,Wd Sdng,Wd Sdng,TA,CBlock,TA,No,ALQ,Ex,Gd,Gd,Unf,164900
7,7.059617628291383,528.0,1164.0,NWAmes,HdBoard,HdBoard,TA,CBlock,TA,No,Unf,TA,TA,No Fireplace,Unf,140000
5,6.947937068614969,294.0,1041.0,NAmes,BrkFace,BrkFace,TA,CBlock,TA,No,Unf,Gd,TA,No Fireplace,RFn,128000
6,6.941190055068375,504.0,450.0,Sawyer,HdBoard,HdBoard,TA,CBlock,Gd,Gd,ALQ,Ex,TA,Po,Fin,153000
6,7.383368146992383,228.0,796.0,OldTown,MetalSd,MetalSd,Gd,BrkTil,Gd,No,Unf,Ex,TA,No Fireplace,Unf,127500
5,7.198183577101943,264.0,572.0,NAmes,HdBoard,HdBoard,TA,CBlock,TA,No,BLQ,Gd,Gd,Gd,RFn,141500
8,7.871692664323645,712.0,1463.0,NoRidge,HdBoard,HdBoard,Gd,PConc,Ex,Av,GLQ,Ex,Gd,TA,RFn,325000
7,7.374001859350161,472.0,1594.0,NWAmes,VinylSd,VinylSd,TA,PConc,Gd,No,Unf,Ex,Gd,TA,RFn,188500
6,7.140453043101158,572.0,1262.0,Somerst,VinylSd,VinylSd,Gd,PConc,Gd,No,GLQ,Gd,Gd,No Fireplace,Fin,185000
6,7.069023426578259,0.0,1175.0,SawyerW,VinylSd,VinylSd,TA,PConc,Gd,No,GLQ,Ex,Gd,No Fireplace,No Garage,146000
6,7.160845906664299,280.0,624.0,OldTown,Stucco,Stucco,TA,BrkTil,TA,No,Unf,Ex,Ex,Gd,Unf,119000
5,7.171656822768514,280.0,630.0,BrDale,HdBoard,HdBoard,TA,CBlock,TA,No,Unf,TA,TA,No Fireplace,Unf,112000
8,7.1284959456800365,550.0,1247.0,Somerst,MetalSd,MetalSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,Gd,Fin,197000
9,7.859026979751538,831.0,1738.0,NridgHt,VinylSd,VinylSd,Gd,PConc,Ex,No,GLQ,Gd,Ex,Gd,RFn,412083
8,7.4318919168078,857.0,1568.0,Mitchel,CemntBd,CmentBd,Gd,PConc,Gd,No,GLQ,Ex,Gd,Gd,RFn,271000
7,7.247792581767846,478.0,1405.0,NridgHt,VinylSd,Wd Shng,Gd,PConc,Gd,No,GLQ,Ex,Gd,Gd,RFn,200000
7,7.188412736496954,585.0,1228.0,NWAmes,Plywood,Plywood,TA,CBlock,Gd,Gd,GLQ,TA,Gd,Fa,Fin,174000
5,7.227662498728654,351.0,1377.0,NAmes,BrkFace,BrkFace,TA,CBlock,TA,No,BLQ,TA,TA,TA,Unf,156500
6,7.470793774195062,422.0,872.0,Timber,VinylSd,VinylSd,Gd,PConc,Ex,No,ALQ,Ex,TA,No Fireplace,Fin,204000
5,7.113142108707088,271.0,1228.0,Sawyer,HdBoard,HdBoard,TA,CBlock,TA,No,Unf,Gd,Gd,No Fireplace,Unf,149350
5,6.915723448631314,275.0,1008.0,NAmes,BrkFace,BrkFace,TA,CBlock,TA,No,BLQ,Gd,TA,Gd,RFn,137000
7,7.616283561580385,541.0,1153.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,Av,ALQ,Ex,Gd,TA,Fin,222500
6,7.315883504509785,440.0,752.0,Gilbert,VinylSd,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Gd,No Fireplace,Fin,166000
5,6.841615476477592,0.0,936.0,OldTown,Wd Sdng,Wd Sdng,TA,PConc,TA,No,BLQ,TA,TA,Gd,No Garage,109500
4,7.232010331664759,498.0,0.0,Edwards,VinylSd,VinylSd,TA,CBlock,No Basement,No,No Basement,TA,TA,No Fireplace,Unf,122000
5,6.874198495453294,180.0,967.0,OldTown,MetalSd,MetalSd,TA,BrkTil,TA,No,Unf,Gd,TA,Gd,Unf,99900
8,7.412160334945205,826.0,1656.0,Somerst,VinylSd,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Gd,No Fireplace,RFn,249700
6,7.049254841255837,300.0,1092.0,Crawfor,HdBoard,HdBoard,TA,CBlock,TA,No,Unf,Ex,Gd,Gd,Unf,158500
6,7.040536390215956,0.0,1142.0,SawyerW,VinylSd,VinylSd,TA,PConc,TA,Mn,GLQ,Ex,Gd,No Fireplace,No Garage,139500
6,7.246368080102461,470.0,1381.0,Timber,VinylSd,VinylSd,Gd,Wood,Gd,Av,GLQ,Ex,Gd,No Fireplace,Unf,202000
5,7.445417556701687,588.0,1626.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,No,LwQ,Ex,TA,No Fireplace,Fin,145000
4,7.1372784372603855,400.0,1198.0,Sawyer,Plywood,Plywood,TA,CBlock,Gd,Av,GLQ,TA,TA,No Fireplace,Unf,108959
5,7.430707082545968,572.0,747.0,Timber,Wd Sdng,Wd Sdng,TA,CBlock,TA,Av,BLQ,TA,TA,TA,Unf,160000
5,7.352441100243583,484.0,1560.0,NAmes,Wd Sdng,Wd Sdng,TA,CBlock,TA,No,Unf,TA,TA,No Fireplace,Unf,128600
7,7.567862605463882,550.0,793.0,NWAmes,Plywood,Plywood,TA,CBlock,Gd,No,Unf,TA,TA,TA,RFn,197900
7,6.987490247000991,596.0,1047.0,NWAmes,VinylSd,Wd Shng,Gd,CBlock,Ex,Gd,GLQ,TA,TA,Fa,RFn,172000
5,6.810142450115136,308.0,876.0,CollgCr,HdBoard,HdBoard,TA,CBlock,Gd,Av,Rec,TA,TA,No Fireplace,RFn,130000
6,7.423568444259167,435.0,1666.0,Timber,VinylSd,VinylSd,Gd,PConc,Ex,Mn,GLQ,Ex,Gd,No Fireplace,RFn,195000
5,6.895682697747868,520.0,988.0,Mitchel,HdBoard,HdBoard,TA,CBlock,TA,No,Unf,Ex,TA,No Fireplace,RFn,113000
8,7.307202314764738,490.0,1491.0,Mitchel,VinylSd,VinylSd,Gd,PConc,Ex,No,Unf,Ex,Gd,No Fireplace,RFn,209000
7,7.2991214627108,578.0,1645.0,Timber,Plywood,Plywood,TA,PConc,Gd,Gd,GLQ,Ex,Gd,Fa,Fin,213500
5,7.013915474810528,480.0,631.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,No,Rec,TA,TA,No Fireplace,Unf,126000
6,7.4318919168078,480.0,1436.0,Edwards,Wd Sdng,Wd Sdng,TA,CBlock,TA,No,Unf,Fa,TA,Gd,Unf,127500
9,7.444248649496705,557.0,1710.0,StoneBr,MetalSd,MetalSd,Ex,PConc,Ex,Gd,GLQ,Ex,Ex,Gd,RFn,334000
6,7.133295954896068,352.0,1253.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,No,BLQ,TA,TA,Fa,RFn,157000
5,6.761572768804055,294.0,864.0,NAmes,Wd Sdng,Wd Sdng,TA,CBlock,TA,No,ALQ,Gd,TA,No Fireplace,Unf,125500
7,7.283448228756631,410.0,728.0,CollgCr,WdShing,Wd Shng,Gd,PConc,Gd,Av,GLQ,Ex,Gd,Gd,Fin,189000
7,7.104144092987527,497.0,1188.0,Mitchel,HdBoard,HdBoard,TA,PConc,Gd,Av,GLQ,Ex,Gd,No Fireplace,Unf,173000
7,7.880804344674901,550.0,1748.0,Veenker,WdShing,Wd Sdng,Gd,CBlock,Gd,Gd,ALQ,Gd,Gd,TA,RFn,260000
8,7.477604243197589,578.0,866.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Gd,No Fireplace,RFn,212000
5,6.81783057145415,576.0,870.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,TA,No Fireplace,Unf,148000
6,7.4815557019095165,480.0,533.0,NAmes,HdBoard,HdBoard,TA,CBlock,TA,No,Unf,TA,TA,No Fireplace,Unf,136300
5,7.8709295967551425,600.0,1361.0,Sawyer,Plywood,Plywood,TA,CBlock,Gd,No,GLQ,Ex,TA,TA,RFn,190000
5,7.394493107219038,420.0,797.0,OldTown,MetalSd,MetalSd,TA,BrkTil,Fa,No,Unf,TA,TA,No Fireplace,Unf,139500
7,7.1853870155804165,400.0,660.0,Gilbert,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,No Fireplace,Fin,162000
4,7.023758954738443,264.0,732.0,IDOTRR,AsbShng,AsbShng,TA,PConc,TA,No,Unf,Gd,TA,No Fireplace,Unf,100000
5,6.773080375655535,288.0,864.0,Mitchel,Plywood,Plywood,TA,CBlock,TA,No,ALQ,Ex,TA,No Fireplace,RFn,126500
7,7.912056888179006,576.0,1502.0,SawyerW,Plywood,Plywood,Gd,CBlock,TA,Gd,LwQ,Ex,Gd,TA,Fin,301000
6,7.487733761436444,684.0,824.0,CollgCr,VinylSd,VinylSd,TA,PConc,Gd,No,GLQ,Ex,Gd,No Fireplace,RFn,204750
4,6.946975992135418,420.0,0.0,NAmes,BrkFace,Stone,TA,Slab,No Basement,No,No Basement,Fa,TA,No Fireplace,Unf,90000
5,7.762170607138205,393.0,973.0,OldTown,AsbShng,AsbShng,TA,BrkTil,TA,No,Rec,TA,TA,No Fireplace,Unf,130000
5,7.478734825567875,530.0,900.0,NAmes,HdBoard,HdBoard,TA,CBlock,Gd,Mn,ALQ,Ex,TA,No Fireplace,RFn,155000
5,7.145984467714388,308.0,1269.0,NAmes,BrkFace,Wd Sdng,TA,CBlock,TA,No,BLQ,TA,TA,Fa,Unf,155000
5,6.946013991099227,504.0,1039.0,Sawyer,Plywood,HdBoard,TA,PConc,TA,Mn,BLQ,Ex,TA,No Fireplace,Unf,131500
6,7.326465613840322,364.0,1156.0,NAmes,AsbShng,AsbShng,TA,CBlock,TA,Av,BLQ,Ex,TA,Gd,RFn,153000
8,7.440733707389261,772.0,1704.0,NridgHt,VinylSd,VinylSd,Gd,PConc,Ex,No,GLQ,Ex,Gd,Gd,RFn,306000
9,7.430114138561801,899.0,1686.0,NridgHt,MetalSd,MetalSd,Gd,PConc,Ex,No,GLQ,Ex,Ex,Gd,Fin,332200
8,7.406103381237015,800.0,1638.0,Timber,VinylSd,VinylSd,Gd,PConc,Gd,Gd,GLQ,Ex,Gd,Gd,RFn,293077
4,6.81783057145415,270.0,914.0,NAmes,MetalSd,MetalSd,TA,BrkTil,TA,No,ALQ,Ex,TA,No Fireplace,Unf,128000
6,7.38770923908104,216.0,1149.0,OldTown,MetalSd,MetalSd,TA,BrkTil,TA,Mn,LwQ,Gd,Gd,No Fireplace,Unf,152000
4,7.083387847625295,0.0,720.0,NAmes,AsbShng,AsbShng,TA,CBlock,TA,No,Unf,TA,TA,No Fireplace,No Garage,135000
6,7.700747794511798,205.0,1008.0,OldTown,Wd Sdng,Wd Sdng,TA,BrkTil,TA,Mn,Unf,TA,Fa,No Fireplace,Unf,117500
6,7.16703787691222,576.0,845.0,OldTown,MetalSd,MetalSd,TA,BrkTil,TA,No,Rec,TA,TA,No Fireplace,Unf,127500
8,7.822845290279774,676.0,2461.0,Veenker,BrkFace,BrkFace,Gd,CBlock,Gd,Gd,ALQ,Gd,Gd,Gd,RFn,373000
6,6.9957661563048505,0.0,546.0,MeadowV,CemntBd,CmentBd,TA,CBlock,TA,No,GLQ,Ex,TA,No Fireplace,No Garage,98000
7,7.409741954080923,473.0,423.0,Crawfor,VinylSd,VinylSd,TA,PConc,Gd,No,GLQ,Ex,Gd,No Fireplace,RFn,203135
7,7.447751280047908,512.0,880.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,TA,RFn,191000
5,6.921658184151129,267.0,0.0,NAmes,HdBoard,HdBoard,TA,Slab,No Basement,No,No Basement,TA,TA,No Fireplace,RFn,98000
5,7.090076835776092,0.0,1200.0,Edwards,Plywood,Plywood,TA,CBlock,Gd,Gd,GLQ,TA,TA,No Fireplace,No Garage,179000
8,7.266827347520591,492.0,1422.0,Somerst,VinylSd,VinylSd,Gd,PConc,Ex,Av,GLQ,Ex,Gd,Gd,Fin,245000
7,7.426549072397305,583.0,1650.0,NWAmes,VinylSd,VinylSd,Gd,PConc,Ex,No,LwQ,Ex,Gd,TA,Fin,213250
4,6.767343125265392,390.0,0.0,OldTown,MetalSd,MetalSd,TA,Slab,No Basement,No,No Basement,TA,TA,No Fireplace,Unf,89900
7,7.4489161025442,427.0,832.0,Gilbert,VinylSd,VinylSd,TA,PConc,Gd,No,Unf,Gd,TA,TA,Fin,185000
6,6.9957661563048505,264.0,525.0,BrDale,HdBoard,HdBoard,TA,CBlock,TA,No,ALQ,TA,TA,No Fireplace,Unf,113500
3,6.572282542694008,660.0,715.0,NAmes,Wd Sdng,Wd Sdng,TA,CBlock,TA,Mn,Unf,Fa,TA,No Fireplace,Unf,68000
7,7.352441100243583,573.0,1560.0,Mitchel,VinylSd,VinylSd,Gd,PConc,Ex,No,Unf,Ex,Gd,No Fireplace,Fin,201000
7,7.477604243197589,603.0,866.0,Somerst,VinylSd,VinylSd,Gd,PConc,Gd,No,GLQ,Gd,Gd,No Fireplace,RFn,226700
10,7.736307096548285,1174.0,2320.0,NridgHt,CemntBd,CmentBd,Ex,PConc,Ex,Av,GLQ,Ex,Ex,Gd,Fin,500067
7,7.37650812632622,433.0,848.0,Gilbert,VinylSd,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Gd,Gd,Fin,201490
5,6.897704943128636,528.0,990.0,CollgCr,VinylSd,VinylSd,TA,PConc,Gd,No,GLQ,Ex,TA,No Fireplace,Unf,155000
5,6.846943139585379,564.0,941.0,NAmes,Plywood,Plywood,TA,CBlock,Gd,Av,GLQ,Gd,Gd,No Fireplace,Unf,145000
6,7.216709486709457,502.0,611.0,BrkSide,Wd Sdng,Wd Sdng,TA,BrkTil,Fa,Mn,Unf,Ex,TA,No Fireplace,Fin,128000
6,7.432483807917119,442.0,915.0,Gilbert,VinylSd,VinylSd,TA,PConc,Gd,No,GLQ,Ex,TA,TA,RFn,187000
6,6.977281341630747,525.0,547.0,Edwards,VinylSd,VinylSd,TA,Wood,Gd,Gd,GLQ,Gd,TA,No Fireplace,Fin,145500
4,6.349138991379798,200.0,572.0,IDOTRR,MetalSd,MetalSd,TA,BrkTil,TA,No,Unf,Fa,TA,No Fireplace,Unf,75000
7,7.343426229147367,796.0,1546.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,Mn,GLQ,Ex,Gd,No Fireplace,RFn,217000
7,7.204892510204673,660.0,1336.0,Timber,VinylSd,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,TA,Fin,220000
6,7.489970898834801,484.0,732.0,NWAmes,VinylSd,VinylSd,TA,CBlock,TA,No,Rec,Gd,TA,TA,RFn,165150
6,6.933423025730715,576.0,940.0,CollgCr,Plywood,HdBoard,TA,CBlock,Gd,Gd,GLQ,TA,TA,No Fireplace,Unf,147000
7,7.315883504509785,478.0,1504.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,Gd,GLQ,Ex,Gd,TA,Fin,203000
5,7.438383530044307,447.0,1398.0,NAmes,BrkFace,BrkFace,TA,CBlock,TA,No,Rec,Gd,Gd,Gd,RFn,165500
3,6.761572768804055,0.0,864.0,Edwards,Stucco,Stucco,TA,BrkTil,TA,No,BLQ,TA,TA,No Fireplace,No Garage,67000
6,7.523481312573497,440.0,822.0,NAmes,Wd Sdng,Wd Sdng,TA,CBlock,TA,Gd,BLQ,Gd,Gd,Fa,RFn,187000
6,7.321188556739478,440.0,756.0,Somerst,MetalSd,MetalSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,No Fireplace,Unf,180000
6,7.168579897264035,240.0,651.0,Crawfor,Wd Sdng,Wd Sdng,TA,BrkTil,TA,No,BLQ,Gd,TA,Gd,Unf,146500
7,7.422373700986824,583.0,1673.0,CollgCr,VinylSd,VinylSd,Gd,PConc,TA,Gd,GLQ,Ex,Gd,TA,RFn,270000
6,6.903747257584598,564.0,936.0,SawyerW,HdBoard,HdBoard,TA,PConc,Gd,Av,GLQ,Ex,Gd,No Fireplace,Unf,147000
6,7.109879463072272,280.0,816.0,NAmes,WdShing,Wd Shng,TA,CBlock,TA,No,ALQ,TA,TA,No Fireplace,Unf,132000
4,7.2254814727822945,338.0,840.0,OldTown,CBlock,CBlock,Fa,PConc,TA,No,ALQ,Ex,TA,No Fireplace,Fin,105000
5,7.447751280047908,0.0,780.0,SWISU,VinylSd,VinylSd,TA,PConc,TA,No,Rec,Ex,Fa,No Fireplace,No Garage,135900
8,8.095293776844649,841.0,1650.0,StoneBr,CemntBd,Wd Shng,Ex,PConc,Gd,Gd,ALQ,Ex,Ex,Gd,Fin,538000
7,7.04141166379481,0.0,1143.0,SawyerW,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,No Fireplace,No Garage,147000
9,7.409741954080923,840.0,1652.0,NridgHt,VinylSd,VinylSd,Gd,PConc,Ex,No,GLQ,Ex,Ex,Ex,Fin,325000
